Rk,Player,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1156,Martin Hongla,MF,Hellas Verona,it Serie A,25.0,15,12,1084,12.0,0,0,0,0,0,0,0,0,0.1,0.3,0.4,6.0,57.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
395,Josh Brownhill,MF,Burnley,eng Premier League,27.0,33,23,2252,25.0,4,2,6,4,0,0,4,1,1.9,2.1,4.0,19.0,90.0,36.0,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16
822,Christian Eriksen,MF,Manchester Utd,eng Premier League,31.0,22,12,1141,12.7,1,2,3,1,0,0,1,0,1.0,2.3,3.3,20.0,68.0,23.0,0.08,0.16,0.24,0.08,0.24,0.08,0.18,0.26,0.08,0.26
1045,Andrés Guardado,MF,Betis,es La Liga,36.0,12,4,447,5.0,0,0,0,0,0,0,2,0,0.1,0.2,0.3,5.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06
1962,Olasagasti,MF,Real Sociedad,es La Liga,22.0,14,2,360,4.0,0,0,0,0,0,0,3,0,0.9,0.3,1.2,8.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.21,0.09,0.3,0.21,0.3
1963,Finn Ole Becker,MF,Hoffenheim,de Bundesliga,23.0,22,5,606,6.7,0,0,0,0,0,0,1,0,0.2,0.4,0.6,16.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.09,0.04,0.09
1043,Ilia Gruev,MF,Werder Bremen,de Bundesliga,23.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,Wataru Endo,MF,Liverpool,eng Premier League,30.0,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,1.7,2.3,10.0,101.0,21.0,0.05,0.0,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12
1925,Matheus Nunes,MF,Manchester City,eng Premier League,24.0,17,7,661,7.3,0,2,2,0,0,0,0,0,0.8,1.1,2.0,28.0,34.0,58.0,0.0,0.27,0.27,0.0,0.27,0.11,0.15,0.27,0.11,0.27
401,Manu Bueno,MF,Sevilla,es La Liga,19.0,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.1,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1
1924,Matheus Nunes,MF,Wolves,eng Premier League,24.0,2,2,179,2.0,0,0,0,0,0,0,2,1,0.1,0.1,0.2,7.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
1074,Jon Guridi,MF,Alavés,es La Liga,28.0,36,34,2678,29.8,3,4,7,3,0,0,2,0,4.0,3.5,7.5,30.0,117.0,92.0,0.1,0.13,0.24,0.1,0.24,0.13,0.12,0.25,0.13,0.25
1147,Nicolas Höfler,MF,Freiburg,de Bundesliga,33.0,28,26,2330,25.9,1,1,2,1,0,0,10,1,0.7,0.4,1.1,14.0,94.0,15.0,0.04,0.04,0.08,0.04,0.08,0.03,0.02,0.04,0.03,0.04
1148,Jonas Hofmann,MF,Leverkusen,de Bundesliga,31.0,32,26,2204,24.5,5,7,12,5,0,0,3,0,5.9,8.1,14.1,63.0,119.0,221.0,0.2,0.29,0.49,0.2,0.49,0.24,0.33,0.57,0.24,0.57
1063,Hugo Guillamón,MF,Valencia,es La Liga,23.0,26,12,1315,14.6,1,0,1,1,0,0,7,0,0.2,0.4,0.6,6.0,65.0,10.0,0.07,0.0,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04
1892,Florian Neuhaus,MF,Gladbach,de Bundesliga,26.0,25,15,1224,13.6,4,2,6,3,1,1,4,0,4.3,1.8,5.4,30.0,74.0,43.0,0.29,0.15,0.44,0.22,0.37,0.32,0.13,0.45,0.26,0.39
1905,Hans Nicolussi Caviglia,MF,Juventus,it Serie A,23.0,8,3,268,3.0,0,1,1,0,0,0,1,0,0.1,0.6,0.7,0.0,14.0,2.0,0.0,0.34,0.34,0.0,0.34,0.04,0.2,0.23,0.04,0.23
1906,Saúl Ñíguez,MF,Atlético Madrid,es La Liga,28.0,34,14,1374,15.3,1,4,5,1,0,0,10,1,1.5,3.2,4.6,21.0,34.0,43.0,0.07,0.26,0.33,0.07,0.33,0.1,0.21,0.3,0.1,0.3
1911,Felix Nmecha,MF,Dortmund,de Bundesliga,22.0,20,10,1021,11.3,1,2,3,1,0,0,3,0,1.7,0.9,2.6,19.0,45.0,28.0,0.09,0.18,0.26,0.09,0.26,0.15,0.08,0.23,0.15,0.23
1914,Joseph Nonge,MF,Juventus,it Serie A,18.0,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,Jonathan Norbye,MF,RB Leipzig,de Bundesliga,16.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,Oliver Norwood,MF,Sheffield Utd,eng Premier League,32.0,27,16,1440,16.0,1,0,1,0,1,1,8,0,1.1,0.6,0.9,3.0,73.0,10.0,0.06,0.0,0.06,0.0,0.0,0.07,0.04,0.11,0.02,0.06
450,Gino Caoki,MF,Lorient,fr Ligue 1,19.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Ismaël Doukouré,"MF,DF",Strasbourg,fr Ligue 1,20.0,22,19,1656,18.4,0,0,0,0,0,0,4,0,0.3,0.2,0.5,15.0,80.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
88,Hugo Álvarez,"MF,DF",Celta Vigo,es La Liga,20.0,12,8,762,8.5,1,1,2,1,0,0,1,0,1.0,1.5,2.6,36.0,34.0,80.0,0.12,0.12,0.24,0.12,0.24,0.12,0.18,0.3,0.12,0.3
1152,Fabian Holland,"MF,DF",Darmstadt 98,de Bundesliga,33.0,23,23,1835,20.4,0,2,2,0,0,0,4,1,0.6,1.5,2.1,11.0,87.0,47.0,0.0,0.1,0.1,0.0,0.1,0.03,0.07,0.1,0.03,0.1
2565,Aurélien Tchouaméni,"MF,DF",Real Madrid,es La Liga,23.0,27,22,1987,22.1,3,1,4,3,0,0,7,0,1.3,0.9,2.1,28.0,111.0,15.0,0.14,0.05,0.18,0.14,0.18,0.06,0.04,0.1,0.06,0.1
926,Roberto Gagliardini,"MF,DF",Monza,it Serie A,29.0,33,29,2360,26.2,1,2,3,1,0,0,5,0,2.9,1.7,4.6,38.0,120.0,36.0,0.04,0.08,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18
883,John Fleck,"MF,DF",Sheffield Utd,eng Premier League,31.0,4,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.4,0.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.0,0.44
965,Francesco Gelli,"MF,DF",Frosinone,it Serie A,26.0,27,16,1561,17.3,0,0,0,0,0,0,3,0,0.7,2.4,3.1,42.0,61.0,87.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18
931,Pablo Galdames Millán,"MF,DF",Genoa,it Serie A,26.0,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
1278,Yaya Kader Fofana,"MF,DF",Reims,fr Ligue 1,19.0,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
821,Arne Engels,"MF,DF",Augsburg,de Bundesliga,19.0,32,13,1405,15.6,3,2,5,3,0,0,1,1,1.8,1.2,3.0,23.0,52.0,62.0,0.19,0.13,0.32,0.19,0.32,0.12,0.08,0.19,0.12,0.19
1309,Grigoris Kastanos,"MF,DF",Salernitana,it Serie A,25.0,26,18,1480,16.4,3,3,6,3,0,0,5,0,2.9,2.8,5.7,28.0,78.0,69.0,0.18,0.18,0.36,0.18,0.36,0.17,0.17,0.35,0.17,0.35
1059,Pape Gueye,"MF,DF",Marseille,fr Ligue 1,24.0,15,9,765,8.5,1,0,1,1,0,0,2,0,0.4,0.8,1.2,8.0,61.0,18.0,0.12,0.0,0.12,0.12,0.12,0.05,0.09,0.14,0.05,0.14
1322,Naby Keïta,"MF,DF",Werder Bremen,de Bundesliga,28.0,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.0,0.1,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
1331,Kaine Kesler-Hayden,"MF,DF",Aston Villa,eng Premier League,20.0,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,Enso Gonzalez,"MF,DF",Wolves,eng Premier League,18.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,Joshua Kimmich,"MF,DF",Bayern Munich,de Bundesliga,28.0,28,27,2176,24.2,1,6,7,1,0,0,1,1,1.1,7.1,8.3,56.0,229.0,114.0,0.04,0.25,0.29,0.04,0.29,0.05,0.3,0.34,0.05,0.34
1247,Jordi,"MF,DF",Getafe,es La Liga,22.0,13,5,573,6.4,0,0,0,0,0,0,1,0,1.3,0.6,1.8,6.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28
111,Robert Andrich,"MF,DF",Leverkusen,de Bundesliga,28.0,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.8,3.5,20.0,97.0,14.0,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19
719,Junior Dina Ebimbe,"MF,DF",Eint Frankfurt,de Bundesliga,22.0,31,25,1956,21.7,5,3,8,5,0,0,5,0,5.0,2.9,7.9,57.0,79.0,157.0,0.23,0.14,0.37,0.23,0.37,0.23,0.13,0.36,0.23,0.36
722,Edan Diop,"MF,DF",Monaco,fr Ligue 1,18.0,10,0,163,1.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,4.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,Ramón Terrats,"MF,DF",Villarreal,es La Liga,22.0,19,6,785,8.7,0,2,2,0,0,0,4,0,0.4,1.6,1.9,19.0,38.0,54.0,0.0,0.23,0.23,0.0,0.23,0.04,0.18,0.22,0.04,0.22
1347,Ansgar Knauff,"MF,DF",Eint Frankfurt,de Bundesliga,21.0,31,24,2109,23.4,7,2,9,7,0,0,7,1,5.7,2.3,8.0,77.0,57.0,164.0,0.3,0.09,0.38,0.3,0.38,0.24,0.1,0.34,0.24,0.34
1358,Mert Kömür,"MF,DF",Augsburg,de Bundesliga,18.0,4,1,118,1.3,1,0,1,1,0,0,0,0,0.2,0.0,0.2,7.0,4.0,9.0,0.76,0.0,0.76,0.76,0.76,0.15,0.02,0.17,0.15,0.17
799,Lilian Egloff,"MF,DF",Stuttgart,de Bundesliga,20.0,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.0,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
969,Yannick Gerhardt,"MF,DF",Wolfsburg,de Bundesliga,29.0,25,18,1630,18.1,2,1,3,2,0,0,5,0,1.9,0.9,2.8,17.0,49.0,73.0,0.11,0.06,0.17,0.11,0.17,0.11,0.05,0.15,0.11,0.15
105,Sofyan Amrabat,"MF,DF",Manchester Utd,eng Premier League,26.0,21,10,938,10.4,0,0,0,0,0,0,6,0,0.1,0.3,0.4,6.0,66.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
2808,Warren Zaïre-Emery,"MF,DF",Paris S-G,fr Ligue 1,17.0,26,21,1962,21.8,2,3,5,2,0,0,4,0,1.4,3.2,4.5,54.0,116.0,90.0,0.09,0.14,0.23,0.09,0.23,0.06,0.14,0.21,0.06,0.21
1218,Vitaly Janelt,"MF,DF",Brentford,eng Premier League,25.0,38,37,3054,33.9,1,3,4,1,0,0,8,0,1.8,4.8,6.5,25.0,123.0,81.0,0.03,0.09,0.12,0.03,0.12,0.05,0.14,0.19,0.05,0.19
955,Luca Garritano,"MF,DF",Frosinone,it Serie A,29.0,12,5,485,5.4,0,0,0,0,0,0,1,0,0.7,0.3,1.0,6.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.19,0.13,0.19
1113,Silvan Hefti,"MF,DF",Genoa,it Serie A,25.0,6,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581,Norman Theuerkauf,"MF,DF",Heidenheim,de Bundesliga,36.0,25,14,1259,14.0,0,1,1,0,0,0,3,0,0.4,0.8,1.2,15.0,46.0,17.0,0.0,0.07,0.07,0.0,0.07,0.03,0.06,0.09,0.03,0.09
79,Jim Allevinah,"MF,DF",Clermont Foot,fr Ligue 1,28.0,29,22,1861,20.7,2,1,3,2,0,0,1,0,2.6,1.2,3.8,87.0,52.0,120.0,0.1,0.05,0.15,0.1,0.15,0.12,0.06,0.18,0.12,0.18
1084,Janik Haberer,"MF,DF",Union Berlin,de Bundesliga,29.0,21,14,1221,13.6,1,1,2,1,0,0,7,0,0.9,0.6,1.3,10.0,47.0,36.0,0.07,0.07,0.15,0.07,0.15,0.07,0.04,0.11,0.06,0.1
1157,Martin Hongla,"MF,DF",Granada,es La Liga,25.0,13,6,562,6.2,0,0,0,0,0,0,0,0,0.2,0.0,0.2,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
1867,Nahitan Nández,"MF,DF",Cagliari,it Serie A,27.0,33,29,2341,26.0,2,3,5,1,1,1,7,0,3.7,2.5,5.5,57.0,76.0,89.0,0.08,0.12,0.19,0.04,0.15,0.14,0.1,0.24,0.11,0.21
436,Eduardo Camavinga,"MF,DF",Real Madrid,es La Liga,20.0,31,21,1817,20.2,0,2,2,0,0,0,9,0,0.9,1.4,2.3,49.0,106.0,31.0,0.0,0.1,0.1,0.0,0.1,0.05,0.07,0.11,0.05,0.11
579,Jesús Corona,"MF,DF",Sevilla,es La Liga,30.0,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,Pablo Rosario,"MF,DF",Nice,fr Ligue 1,26.0,30,21,2009,22.3,0,0,0,0,0,0,4,0,1.2,1.4,2.6,20.0,93.0,27.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11
2094,Carles Pérez,"MF,DF",Celta Vigo,es La Liga,25.0,16,7,772,8.6,1,1,2,1,0,0,3,0,1.2,1.3,2.4,34.0,18.0,66.0,0.12,0.12,0.23,0.12,0.23,0.14,0.15,0.28,0.14,0.28
2277,Marten de Roon,"MF,DF",Atalanta,it Serie A,32.0,30,29,2599,28.9,0,5,5,0,0,0,10,0,0.6,1.2,1.8,28.0,178.0,22.0,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06
1690,Ethan Mbappé,"MF,DF",Paris S-G,fr Ligue 1,16.0,3,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.0,0.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
1783,Jakub Moder,"MF,DF",Brighton,eng Premier League,24.0,17,6,618,6.9,0,0,0,0,0,0,2,0,0.6,0.8,1.3,10.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.08,0.11,0.2,0.08,0.2
297,Luke Berry,"MF,DF",Luton Town,eng Premier League,31.0,17,2,323,3.6,2,1,3,2,0,0,1,0,1.0,0.3,1.3,1.0,8.0,7.0,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35
1951,Chiedozie Ogbene,"MF,DF",Luton Town,eng Premier League,26.0,30,20,1995,22.2,4,1,5,4,0,0,1,0,4.2,3.1,7.4,127.0,53.0,150.0,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33
390,Andre Brooks,"MF,DF",Sheffield Utd,eng Premier League,19.0,20,12,938,10.4,0,0,0,0,0,0,1,0,0.4,0.1,0.5,12.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
460,Irvin Cardona,"MF,DF",Augsburg,de Bundesliga,25.0,3,0,54,0.6,0,0,0,0,0,0,1,0,0.2,0.0,0.2,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33
235,Simone Bastoni,"MF,DF",Empoli,it Serie A,26.0,16,9,745,8.3,1,0,1,1,0,0,3,0,0.4,0.5,0.9,12.0,31.0,26.0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11
2192,Filippo Ranocchia,"MF,DF",Empoli,it Serie A,22.0,9,5,476,5.3,0,0,0,0,0,0,3,0,0.2,0.5,0.8,5.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14
2452,Oliver Skipp,"MF,DF",Tottenham,eng Premier League,22.0,21,5,707,7.9,0,0,0,0,0,0,3,0,0.7,0.6,1.3,8.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16
1608,Faitout Maouassa,"MF,DF",Lens,fr Ligue 1,25.0,3,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21
478,Casemiro,"MF,DF",Manchester Utd,eng Premier League,31.0,25,24,1982,22.0,1,2,3,1,0,0,7,0,3.5,1.0,4.5,12.0,112.0,36.0,0.05,0.09,0.14,0.05,0.14,0.16,0.05,0.2,0.16,0.2
2016,David Ozoh,"MF,DF",Crystal Palace,eng Premier League,18.0,9,0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,Han-Noah Massengo,"MF,DF",Burnley,eng Premier League,22.0,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Riccardo Pagano,"MF,DF",Roma,it Serie A,18.0,4,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.0,0.1,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.18,0.1,0.18
2243,Sergi Roberto,"MF,DF",Barcelona,es La Liga,31.0,14,10,860,9.6,3,2,5,3,0,0,4,0,1.7,0.8,2.4,13.0,50.0,33.0,0.31,0.21,0.52,0.31,0.52,0.18,0.08,0.26,0.18,0.26
513,Calum Chambers,"MF,DF",Aston Villa,eng Premier League,28.0,5,1,152,1.7,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,5.0,1.0,0.0,0.59,0.59,0.0,0.59,0.0,0.06,0.06,0.0,0.06
2045,Thomas Partey,"MF,DF",Arsenal,eng Premier League,30.0,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.3,0.7,15.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
1706,Weston McKennie,"MF,DF",Juventus,it Serie A,24.0,34,29,2594,28.8,0,7,7,0,0,0,6,0,3.0,3.9,6.9,64.0,92.0,176.0,0.0,0.24,0.24,0.0,0.24,0.1,0.13,0.24,0.1,0.24
2035,Merveille Papela,"MF,DF",Mainz 05,de Bundesliga,22.0,11,3,257,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.6,6.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22
506,Franco Cervi,"MF,DF",Celta Vigo,es La Liga,29.0,17,5,546,6.1,0,1,1,0,0,0,2,0,0.5,2.0,2.5,16.0,24.0,36.0,0.0,0.16,0.16,0.0,0.16,0.08,0.34,0.41,0.08,0.41
1740,Junior Messias,"MF,DF",Genoa,it Serie A,32.0,18,13,1053,11.7,1,0,1,1,0,0,0,0,1.6,1.3,2.9,35.0,29.0,75.0,0.09,0.0,0.09,0.09,0.09,0.14,0.11,0.25,0.14,0.25
2292,Javier Rueda Garcia,"MF,DF",Celta Vigo,es La Liga,21.0,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,Carlos Soler,"MF,DF",Paris S-G,fr Ligue 1,26.0,24,12,1090,12.1,2,2,4,2,0,0,1,0,1.5,2.4,3.9,15.0,74.0,59.0,0.17,0.17,0.33,0.17,0.33,0.12,0.2,0.32,0.12,0.32
442,Emre Can,"MF,DF",Dortmund,de Bundesliga,29.0,25,22,1953,21.7,2,2,4,0,2,2,5,0,2.2,1.5,2.0,35.0,110.0,18.0,0.09,0.09,0.18,0.0,0.09,0.1,0.07,0.17,0.03,0.09
1875,Youssouf Ndayishimiye,"MF,DF",Nice,fr Ligue 1,24.0,23,20,1712,19.0,0,0,0,0,0,0,6,1,1.2,0.5,1.7,16.0,96.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
1493,Abou Lô,"MF,DF",Metz,fr Ligue 1,23.0,6,2,197,2.2,0,0,0,0,0,0,0,1,0.1,0.3,0.5,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22
1471,Jefferson Lerma,"MF,DF",Crystal Palace,eng Premier League,28.0,28,27,2400,26.7,1,1,2,1,0,0,8,0,2.7,2.2,4.8,14.0,106.0,51.0,0.04,0.04,0.07,0.04,0.07,0.1,0.08,0.18,0.1,0.18
605,Bryan Cristante,"MF,DF",Roma,it Serie A,28.0,37,37,3289,36.5,3,4,7,3,0,0,8,0,4.0,2.9,6.9,47.0,234.0,80.0,0.08,0.11,0.19,0.08,0.19,0.11,0.08,0.19,0.11,0.19
1518,Tom Louchet,"MF,DF",Nice,fr Ligue 1,20.0,13,3,409,4.5,1,1,2,1,0,0,1,0,1.0,0.7,1.7,6.0,18.0,40.0,0.22,0.22,0.44,0.22,0.44,0.23,0.16,0.38,0.23,0.38
2170,Nemanja Radonjić,"MF,DF",Mallorca,es La Liga,27.0,11,4,353,3.9,0,0,0,0,0,0,0,0,1.6,0.6,2.2,23.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,0.4,0.16,0.55,0.4,0.55
2550,Renato Tapia,"MF,DF",Celta Vigo,es La Liga,28.0,21,15,1337,14.9,0,0,0,0,0,0,5,1,1.0,0.6,1.6,9.0,61.0,14.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11
1883,Joseph Nduquidi,"MF,DF",Metz,fr Ligue 1,18.0,13,7,751,8.3,0,0,0,0,0,0,2,0,0.2,0.1,0.2,6.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
2153,Beñat Prados,"MF,DF",Athletic Club,es La Liga,22.0,26,16,1449,16.1,0,0,0,0,0,0,1,0,0.5,0.5,1.0,23.0,87.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
1887,Zack Nelson,"MF,DF",Luton Town,eng Premier League,18.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,Marcos Llorente,"MF,DF",Atlético Madrid,es La Liga,28.0,37,29,2565,28.5,6,4,10,6,0,0,5,0,4.1,5.6,9.7,71.0,106.0,179.0,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34
1823,François Mughe,"MF,DF",Marseille,fr Ligue 1,19.0,5,2,177,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
1023,Pablo Gozalbez,"MF,FW",Valencia,es La Liga,22.0,5,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
52,Ilias Akhomach,"MF,FW",Villarreal,es La Liga,19.0,31,17,1511,16.8,2,2,4,2,0,0,4,0,3.2,2.6,5.7,68.0,45.0,160.0,0.12,0.12,0.24,0.12,0.24,0.19,0.15,0.34,0.19,0.34
256,Jérémie Bela,"MF,FW",Clermont Foot,fr Ligue 1,30.0,12,1,203,2.3,0,0,0,0,0,0,0,0,0.2,0.1,0.3,14.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15
418,Jovane Cabral,"MF,FW",Salernitana,it Serie A,25.0,12,8,678,7.5,1,0,1,1,0,0,1,0,1.2,0.4,1.6,22.0,40.0,39.0,0.13,0.0,0.13,0.13,0.13,0.15,0.06,0.21,0.15,0.21
2005,Remi Oudin,"MF,FW",Lecce,it Serie A,26.0,31,21,1819,20.2,3,2,5,3,0,0,3,0,1.8,5.7,7.4,19.0,79.0,82.0,0.15,0.1,0.25,0.15,0.25,0.09,0.28,0.37,0.09,0.37
288,Jóhann Berg Guðmundsson,"MF,FW",Burnley,eng Premier League,32.0,26,12,1192,13.2,1,3,4,1,0,0,2,0,1.9,2.7,4.5,13.0,59.0,69.0,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34
2254,Óscar Rodríguez Arnaiz,"MF,FW",Getafe,es La Liga,25.0,24,9,967,10.7,2,1,3,2,0,0,9,0,1.5,2.1,3.6,13.0,52.0,48.0,0.19,0.09,0.28,0.19,0.28,0.14,0.2,0.34,0.14,0.34
1008,Hugo González,"MF,FW",Valencia,es La Liga,20.0,9,0,87,1.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,2.0,2.0,7.0,0.0,1.03,1.03,0.0,1.03,0.02,0.53,0.55,0.02,0.55
834,Eberechi Eze,"MF,FW",Crystal Palace,eng Premier League,25.0,27,24,2055,22.8,11,4,15,10,1,1,3,0,9.1,5.2,13.5,68.0,93.0,139.0,0.48,0.18,0.66,0.44,0.61,0.4,0.23,0.62,0.36,0.59
1863,Bilal Nadir,"MF,FW",Marseille,fr Ligue 1,19.0,5,1,113,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17
